ticket_id,created_at,status,subtipo,pai_id,gap_s,auto_tags
2627641,2026-06-01T09:46:40,closed,sem_ticket_anterior,,,1
2628809,2026-06-01T19:07:00,closed,sem_ticket_anterior,,,1
2629594,2026-06-01T23:07:08,closed,sem_ticket_anterior,,,0
2629870,2026-06-02T00:28:08,closed,sem_ticket_anterior,,,0
2630857,2026-06-02T11:26:58,closed,pai_antigo_meses,2172662,12705162,0
2631050,2026-06-02T12:30:39,closed,sem_ticket_anterior,,,1
2631816,2026-06-02T16:19:35,closed,sem_ticket_anterior,,,0
2633333,2026-06-02T23:12:16,closed,sem_ticket_anterior,,,1
2634391,2026-06-03T03:55:25,closed,pai_antigo_meses,1764800,21173131,0
2635588,2026-06-03T17:19:50,closed,sem_ticket_anterior,,,0
2636395,2026-06-03T22:37:11,closed,sem_ticket_anterior,,,1
2638784,2026-06-04T19:33:41,closed,pai_antigo_meses,2156779,13484987,0
2640171,2026-06-05T09:18:18,closed,sem_ticket_anterior,,,0
2643235,2026-06-06T12:12:41,closed,sem_ticket_anterior,,,1
2643393,2026-06-06T13:39:36,closed,sem_ticket_anterior,,,1
2644084,2026-06-06T17:44:55,closed,sem_ticket_anterior,,,1
2644182,2026-06-06T18:19:26,closed,sem_ticket_anterior,,,0
2644221,2026-06-06T18:37:13,closed,sem_ticket_anterior,,,1
2646038,2026-06-07T06:28:33,closed,sem_ticket_anterior,,,0
2646072,2026-06-07T07:17:04,closed,sem_ticket_anterior,,,0
2647168,2026-06-07T18:14:16,closed,sem_ticket_anterior,,,1
2648669,2026-06-08T01:40:09,closed,sem_ticket_anterior,,,1
2650150,2026-06-08T16:53:36,closed,sem_ticket_anterior,,,0
2653877,2026-06-09T15:13:40,closed,sem_ticket_anterior,,,0
2654029,2026-06-09T16:25:04,closed,sem_ticket_anterior,,,0
2654926,2026-06-09T22:42:21,closed,sem_ticket_anterior,,,1
2657903,2026-06-10T22:51:41,closed,sem_ticket_anterior,,,0
2659003,2026-06-11T10:16:27,closed,sem_ticket_anterior,,,0
2659913,2026-06-11T17:04:27,closed,sem_ticket_anterior,,,0
2659929,2026-06-11T17:07:55,closed,sem_ticket_anterior,,,0
2659930,2026-06-11T17:08:12,closed,sem_ticket_anterior,,,0
2659936,2026-06-11T17:10:38,closed,sem_ticket_anterior,,,1
2659938,2026-06-11T17:10:46,closed,sem_ticket_anterior,,,0
2659942,2026-06-11T17:12:03,closed,sem_ticket_anterior,,,0
2659948,2026-06-11T17:12:30,closed,sem_ticket_anterior,,,0
2659949,2026-06-11T17:12:41,closed,sem_ticket_anterior,,,0
2659954,2026-06-11T17:14:39,closed,sem_ticket_anterior,,,0
2659958,2026-06-11T17:15:13,closed,sem_ticket_anterior,,,0
2659960,2026-06-11T17:15:51,closed,sem_ticket_anterior,,,0
2659962,2026-06-11T17:16:26,closed,sem_ticket_anterior,,,0
2659971,2026-06-11T17:19:26,closed,sem_ticket_anterior,,,0
2659974,2026-06-11T17:20:01,closed,sem_ticket_anterior,,,1
2659981,2026-06-11T17:21:14,closed,sem_ticket_anterior,,,0
2659983,2026-06-11T17:21:32,closed,sem_ticket_anterior,,,0
2659986,2026-06-11T17:22:26,closed,sem_ticket_anterior,,,0
2659991,2026-06-11T17:24:18,closed,sem_ticket_anterior,,,0
2659992,2026-06-11T17:24:24,closed,sem_ticket_anterior,,,0
2661651,2026-06-11T22:40:41,closed,sem_ticket_anterior,,,0
2661884,2026-06-11T23:27:57,closed,sem_ticket_anterior,,,0
2662338,2026-06-12T00:48:04,closed,sem_ticket_anterior,,,1
2664814,2026-06-12T15:57:12,closed,pai_antigo_meses,1608059,25405676,1
2665923,2026-06-12T20:59:59,closed,sem_ticket_anterior,,,1
2666973,2026-06-13T01:12:03,closed,sem_ticket_anterior,,,0
2669732,2026-06-13T14:34:46,closed,sem_ticket_anterior,,,1
2671354,2026-06-13T17:43:37,closed,sem_ticket_anterior,,,0
2673639,2026-06-13T21:53:06,closed,sem_ticket_anterior,,,0
2674528,2026-06-13T23:26:22,closed,sem_ticket_anterior,,,0
2674680,2026-06-13T23:49:23,closed,sem_ticket_anterior,,,0
2676369,2026-06-14T08:53:41,closed,sem_ticket_anterior,,,1
2684067,2026-06-15T21:17:49,closed,sem_ticket_anterior,,,1
2686096,2026-06-16T09:53:50,closed,sem_ticket_anterior,,,0
2686430,2026-06-16T12:37:41,closed,sem_ticket_anterior,,,0
2688177,2026-06-16T19:16:15,closed,sem_ticket_anterior,,,1
2688620,2026-06-16T20:17:04,closed,sem_ticket_anterior,,,1
2688664,2026-06-16T20:26:46,closed,sem_ticket_anterior,,,1
2689978,2026-06-17T00:00:45,closed,sem_ticket_anterior,,,0
2690426,2026-06-17T00:51:19,closed,sem_ticket_anterior,,,0
2692871,2026-06-17T14:17:06,closed,pai_antigo_meses,2250895,12243908,0
2693643,2026-06-17T16:34:12,closed,sem_ticket_anterior,,,1
2694633,2026-06-17T18:44:56,closed,sem_ticket_anterior,,,1
2697213,2026-06-18T01:33:35,closed,sem_ticket_anterior,,,0
2697610,2026-06-18T02:58:57,closed,sem_ticket_anterior,,,0
2698404,2026-06-18T11:33:15,closed,sem_ticket_anterior,,,0
2699390,2026-06-18T16:19:05,closed,sem_ticket_anterior,,,1
2700110,2026-06-18T18:46:32,closed,sem_ticket_anterior,,,1
2700959,2026-06-18T21:33:51,closed,pai_antigo_meses,1732008,23349979,1
2701519,2026-06-18T23:08:35,closed,sem_ticket_anterior,,,1
2703117,2026-06-19T03:57:09,closed,sem_ticket_anterior,,,1
2703472,2026-06-19T09:39:40,closed,sem_ticket_anterior,,,1
2703964,2026-06-19T12:37:38,closed,sem_ticket_anterior,,,1
2705004,2026-06-19T15:16:56,closed,sem_ticket_anterior,,,0
2707264,2026-06-19T19:26:44,closed,pai_antigo_meses,1596013,26275762,0
2708989,2026-06-19T21:52:19,closed,pai_antigo_meses,1291753,34040518,1
2709022,2026-06-19T21:55:42,closed,sem_ticket_anterior,,,1
2711746,2026-06-20T01:26:30,closed,sem_ticket_anterior,,,0
2712276,2026-06-20T01:57:09,closed,sem_ticket_anterior,,,1
2713156,2026-06-20T02:51:19,closed,sem_ticket_anterior,,,0
2713515,2026-06-20T03:19:42,closed,sem_ticket_anterior,,,1
2713584,2026-06-20T03:27:26,closed,sem_ticket_anterior,,,1
2714181,2026-06-20T06:14:58,closed,sem_ticket_anterior,,,1
2714490,2026-06-20T09:50:32,closed,sem_ticket_anterior,,,1
2714507,2026-06-20T09:59:41,closed,sem_ticket_anterior,,,0
2714790,2026-06-20T11:33:30,closed,pai_antigo_meses,2343189,10004513,0
2715955,2026-06-20T15:11:40,closed,sem_ticket_anterior,,,0
2716438,2026-06-20T16:31:22,closed,sem_ticket_anterior,,,0
2716680,2026-06-20T17:07:30,closed,sem_ticket_anterior,,,1
2724592,2026-06-21T23:19:35,closed,sem_ticket_anterior,,,0
2724622,2026-06-21T23:28:19,closed,sem_ticket_anterior,,,1
2724826,2026-06-22T00:08:25,closed,sem_ticket_anterior,,,1
2724981,2026-06-22T00:31:13,closed,sem_ticket_anterior,,,0
2725280,2026-06-22T01:34:34,closed,sem_ticket_anterior,,,0
2726970,2026-06-22T08:44:17,closed,sem_ticket_anterior,,,1
2731156,2026-06-22T23:44:49,closed,sem_ticket_anterior,,,1
2733837,2026-06-23T12:51:34,closed,sem_ticket_anterior,,,0
2734016,2026-06-23T13:41:18,closed,sem_ticket_anterior,,,1
2734765,2026-06-23T16:50:20,closed,sem_ticket_anterior,,,0
2735967,2026-06-23T19:54:35,closed,sem_ticket_anterior,,,1
2738336,2026-06-23T23:53:54,closed,sem_ticket_anterior,,,0
2739437,2026-06-24T04:23:59,closed,sem_ticket_anterior,,,1
2741152,2026-06-24T16:13:10,closed,sem_ticket_anterior,,,0
2741411,2026-06-24T16:47:43,closed,sem_ticket_anterior,,,1
2742044,2026-06-24T18:37:08,closed,sem_ticket_anterior,,,1
2742333,2026-06-24T19:20:14,closed,sem_ticket_anterior,,,1
2743405,2026-06-24T21:42:30,closed,sem_ticket_anterior,,,1
2744206,2026-06-24T22:25:20,closed,sem_ticket_anterior,,,1
2746871,2026-06-25T01:30:18,closed,sem_ticket_anterior,,,0
2747172,2026-06-25T02:19:30,closed,sem_ticket_anterior,,,1
2747334,2026-06-25T03:04:09,closed,sem_ticket_anterior,,,1
2747461,2026-06-25T03:37:25,closed,sem_ticket_anterior,,,1
2748060,2026-06-25T11:33:17,closed,sem_ticket_anterior,,,0
2751797,2026-06-26T01:37:23,closed,sem_ticket_anterior,,,0
2752169,2026-06-26T03:38:15,closed,sem_ticket_anterior,,,1
2759498,2026-06-27T13:13:56,closed,sem_ticket_anterior,,,1
2759542,2026-06-27T13:31:04,closed,sem_ticket_anterior,,,1
2760084,2026-06-27T16:21:37,closed,sem_ticket_anterior,,,0
2760418,2026-06-27T17:47:51,closed,sem_ticket_anterior,,,0
2762570,2026-06-28T03:46:23,closed,sem_ticket_anterior,,,1
2763043,2026-06-28T05:15:42,closed,sem_ticket_anterior,,,1
2763844,2026-06-28T11:44:19,closed,sem_ticket_anterior,,,0
2764343,2026-06-28T13:37:04,closed,sem_ticket_anterior,,,1
2765032,2026-06-28T16:38:40,closed,sem_ticket_anterior,,,1
2766854,2026-06-29T00:41:49,closed,sem_ticket_anterior,,,1
2768720,2026-06-29T15:01:40,closed,sem_ticket_anterior,,,0
2768801,2026-06-29T15:13:44,closed,sem_ticket_anterior,,,1
2768967,2026-06-29T15:35:27,closed,pai_antigo_meses,2039855,17976728,1
2769233,2026-06-29T16:06:12,closed,sem_ticket_anterior,,,1
2773055,2026-06-30T02:21:57,closed,sem_ticket_anterior,,,1
2774044,2026-06-30T13:18:07,closed,sem_ticket_anterior,,,1
2774045,2026-06-30T13:18:42,closed,sem_ticket_anterior,,,1
2774685,2026-06-30T16:15:11,closed,sem_ticket_anterior,,,0
2775076,2026-06-30T17:43:44,closed,sem_ticket_anterior,,,1
2777310,2026-06-30T23:47:01,closed,sem_ticket_anterior,,,1
