categoria,tag,uso_total_alltime
fluxo_entrada,welcome_entrada,275211
fluxo_saida,welcome_saida,195514
fluxo_entrada,transferencia_entrada,140149
fluxo_saida,transferencia_saida,123314
fluxo_entrada,cadastro_entrada,46529
fluxo_saida,cadastro_saida,31154
fluxo_entrada,promocoes_entrada,33619
fluxo_saida,promocoes_saida,19092
fluxo_entrada,bsat_entrada,31266
fluxo_saida,bsat_saida,21934
fluxo_entrada,informacao_deposito_entrada,30330
fluxo_saida,informacao_deposito_saida,16901
fluxo_entrada,recoperacao_conta_entrada,26029
fluxo_saida,recoperacao_conta_saida,14391
fluxo_entrada,ainda_n_recebi_aposta_entrada,22403
fluxo_saida,ainda_n_recebi_aposta_saida,19604
fluxo_entrada,informacao_saque_entrada,20467
fluxo_saida,informacao_saque_saida,17178
fluxo_entrada,duvida_mercado_cassino_entrada,15315
fluxo_saida,duvida_mercado_cassino_saida,14243
fluxo_entrada,passo_a_passo_cadastro_entrada,14991
fluxo_saida,passo_a_passo_cadastro_saida,2755
fluxo_entrada,recuperacao_conta_entrada,14853
fluxo_saida,recuperacao_conta_saida,8366
fluxo_entrada,validacao_e-mail_entrada,14343
fluxo_saida,validacao_e-mail_saida,2008
fluxo_entrada,duvida_apostas_entrada,13766
fluxo_saida,duvida_apostas_saida,11364
fluxo_entrada,validacao_identidade_entrada,12126
fluxo_saida,validacao_identidade_saida,9916
fluxo_entrada,bolsa_familia_entrada,7821
fluxo_saida,bolsa_familia_saida,1903
fluxo_entrada,encerrar_aposta_entrada,5479
fluxo_saida,encerrar_aposta_saida,4420
fluxo_entrada,codigo_promocional_entrada,5420
fluxo_saida,codigo_promocional_saida,4049
fluxo_entrada,menu_apos_fluxo_entrada,3731
fluxo_saida,menu_apos_fluxo_saida,994
fluxo_entrada,como_apostar_entrada,3563
fluxo_saida,como_apostar_saida,2496
fluxo_entrada,bonus_nao_recebido_entrada,3462
fluxo_saida,bonus_nao_recebido_saida,3462
fluxo_entrada,bonus_nao_visivel_entrada,3145
fluxo_saida,bonus_nao_visivel_saida,2274
fluxo_entrada,baixar_aplicativo_entrada,1932
fluxo_saida,baixar_aplicativo_saida,1513
fluxo_entrada,defina_limites_entrada,1816
fluxo_saida,defina_limites_saida,1272
fluxo_entrada,promocoes_disponiveis_entrada,1507
fluxo_saida,promocoes_disponiveis_saida,1158
fluxo_entrada,solicitar_bonus_retencao_entrada,1236
fluxo_saida,solicitar_bonus_retencao_saida,1126
fluxo_entrada,regras_detalhes_entrada,1150
fluxo_saida,regras_detalhes_saida,929
fluxo_entrada,informe_rendimentos_2026_entrada,674
fluxo_saida,informe_rendimentos_2026_saida,322
fluxo_entrada,jogoresponsavel_entrada,410
fluxo_saida,jogoresponsavel_saida,349
no_interno,1.0_olá,106412
no_interno,1.8_despedida_amigável_3,63264
no_interno,1.9_despedida_inativo_1,36917
no_interno,1.3_ajuda_1,32438
no_interno,1.19_aguarde_1,27227
no_interno,1.4_ajuda_2,16155
no_interno,1.17_mais_detalhes_da_demanda_1,13804
no_interno,1.28_print_do_erro,9737
no_interno,1.16_informar_ticket,9270
no_interno,1.20_aguarde_2,8698
no_interno,1.36_-_agradecer_espera,7382
no_interno,2.24-envio_link_validacao_identidade_alteracao_dados_no_chat,5945
no_interno,2.23-alteracao_dados_no_chat_disponibilidade_iniciar_verificacao_identidade,5246
no_interno,17.21-inicio_do_fluxo_de_autoexclusao_com_orientacao_para_fazer_no_site,4770
no_interno,17.22-instrucao_para_acessar_perfil_minha_conta_e_ferramenta_de_protecao,4679
no_interno,17.23-apresentacao_das_opcoes_de_exclusao_temporaria_e_indeterminada,4665
no_interno,17.24-reconhecimento_facial_obrigatorio_para_concluir_processo_de_exclusao,4651
no_interno,3.6-transacao_nao_concluida_solicitacao_comprovante,4634
no_interno,1.27_print_da_aposta,4577
no_interno,12.1-escuta_ativa_para_entender_motivacao_do_pedido_de_bloqueio_da_conta,4359
no_interno,10.3-deposito_com_atraso_de_processamento_por_instabilidade_no_sistema_bancario,4342
no_interno,10.11-cliente_reportando_comportamento_anomalo_ou_inesperado_na_plataforma,4300
no_interno,1.5_ajuda_3,3928
no_interno,1.40_ajuda_4,3571
no_interno,1.6_despedida_amigável_1,3510
no_interno,5.4-orientacao_para_acessar_historico_de_apostas_filtragem_historico_por_modalidade_status_e_periodo,3281
no_interno,1.21_aguarde_3,3201
no_interno,2.6-email_usado_para_acessar_e_diferente_do_cadastrado,2853
no_interno,1.2_mudança_de_agente,2735
no_interno,1.10_despedida_inativo_2,2670
no_interno,2.26-alteracao_dados_concluida_envio_link_redefinicao_senha,2585
no_interno,1.7_despedida_amigável_2,2573
no_interno,2.25-pos_validacao_identidade_solicitar_novos_dados_alteracao,2393
no_interno,1.15_informar_cpf,2204
no_interno,1.39_transferência_de_atendimento,2164
no_interno,4.10-saque_em_processo_bancario_com_intermediadora_trabalhando_na_resolucao,2151
no_interno,17.33-verificacao_reprovada_por_inconsistencias_no_documento_enviado,2040
no_interno,1.12_despedida_sem_resolução,1948
no_interno,2.27-alteracao_dados_chat_nao_concluida_cliente_ausente,1947
no_interno,20.4-falha_no_cadastro_por_possivel_vinculo_com_programa_social_governamental,1840
no_interno,12.0-inicio_do_fluxo_de_bloqueio_ou_exclusao_com_identificacao_da_intencao,1765
no_interno,0.1-callcenter-registro_de_atendimento,1744
no_interno,2.20-confirmacao_cadastro_e_validacao_titularidade,1643
no_interno,10.51-instrucoes_para_limpeza_de_cache_do_app_betnacional_no_dispositivo,1624
no_interno,10.51-instrucoes_para_limpeza_de_cache_do_app_andoid,1623
no_interno,1.30_-_aguarde_4,1617
no_interno,1.8.1-encerramento_de_atendimento_com_solicitacao_de_pesquisa_de_satisfacao,1552
no_interno,2.4-orientacao_acesso_pos_recuperacao_conta,1546
no_interno,1.35_-_aguarde_6,1491
no_interno,11.3-cliente_questionando_ou_desconfiando_dos_procedimentos_da_plataforma,1401
no_interno,2.1-confirmacao_email_para_recuperacao_de_acesso,1352
no_interno,5.5-bilhete_pendente_aguardando_dados_do_provedor_para_resolucao_apos_termino_da_partida,1303
no_interno,2.2-orientacao_redefinicao_senha_recuperacao_conta,1278
no_interno,2.3-orientacao_identificação_link_de_senha_no_,1271
no_interno,1.18_mais_detalhes_da_demanda_2,1257
no_interno,5.26-divergencia_no_campinho_ao_vivo_por_atraso_de_dados_do_provedor,1173
no_interno,12.39-desbloqueio_negado_por_autoexclusao_definitiva_e_permanente,1173
no_interno,20.9-notificacao_regulatoria_por_vinculo_ao_programa_novo_desenrola_brasil,1072
no_interno,2.9-conta_existente_identificada_orientaçao_para_recuperação,1058
no_interno,10.2-comunicado_de_normalizacao_de_instabilidade_previamente_reportada,1033
no_interno,10.0-instrucoes_para_acesso_via_guia_anonima_como_solucao_de_instabilidade,1018
no_interno,1.33_-_cpf_inválido,983
no_interno,10.53-instrucoes_para_limpeza_de_cookies_no_chrome_para_resolver_problemas,975
no_interno,6.3_cashout_contestação_1,951
no_interno,3.7-deposito_nao_localizado_solicitar_comprovante_completo,934
no_interno,4.5-confirmacao_de_saque_processado_com_envio_de_comprovante_de_transferencia,926
no_interno,11.10_retenção_cliente_insatisfeito_1,910
no_interno,10.38-cliente_insatisfeito_com_tempo_de_espera_na_fila_de_atendimento,882
no_interno,10.18-codigo_sms_de_verificacao_direcionado_para_spam_no_celular_do_cliente,867
no_interno,15.6-pedido_de_bonus_encaminhado_para_analise_interna,856
no_interno,3.14-deposito_aguardando_confirmacao_bancaria_24h,854
no_interno,15.12-cliente_alega_recebimento_de_bonus_porem_a_promocao_nao_foi_localizada_para_o_usuário,821
no_interno,17.51-instrucoes_para_alterar_ou_ajustar_limites_de_jogo_responsavel,818
no_interno,1.37_-_agradecer_colaboração,816
no_interno,5.58-explicacao_detalhada_sobre_ticket_de_aposta_e_motivos_do_resultado,802
no_interno,17.31-verificacao_de_conta_nao_iniciada_com_link_para_inicio_do_processo,790
no_interno,11.5-cliente_acusando_plataforma_de_manipulacao_ou_favorecimento_em_apostas,785
no_interno,5.44-contestacao_de_resultado_em_cassino_com_base_em_regras_do_provedor,784
no_interno,17.34-suspensao_temporaria_de_operacoes_por_impacto_negativo_das_apostas,781
no_interno,17.52-encaminhamento_para_atendente_especializado_em_jogo_responsavel,756
no_interno,3.21-deposito_confirmado_saldo_disponivel_atualizar_pagina,746
no_interno,4.11-falha_na_comunicacao_entre_bancos_com_saque_ainda_nao_efetivado,730
no_interno,4.24-passo_a_passo_para_cadastrar_nova_conta_bancaria_na_plataforma,719
no_interno,4.23-saque_reprovado_por_dados_bancarios_divergentes_na_plataforma,704
no_interno,1.32_-_cpf_não_cadastrado,661
no_interno,1.31_-_aguarde_5,650
no_interno,5.21-contestacao_de_resultado_com_envio_de_ticket_para_revisao_do_provedor,637
no_interno,5.15-regras_para_aposta_em_jogo_interrompido_cancelado_ou_adiado,635
no_interno,17.67-conta_desativada_por_autoexclusao_centralizada_via_plataforma_do_governo,632
no_interno,15.0-cliente_solicitou_bonus_porem_nao_tem_bonificacao_ativa,626
no_interno,10.57-instrucao_para_deslogar_e_logar_novamente_como_solucao_de_bug,620
no_interno,8.26_-_identificar_acesso,595
no_interno,11.0-primeira_abordagem_para_cliente_com_linguagem_inadequada_ou_agressiva,591
no_interno,17.53-autoexclusao_bloqueada_por_saldo_disponivel_na_conta,575
no_interno,10.24-lista_de_documentos_aceitos_para_validacao_de_identidade_cnh_rg_rne,574
no_interno,4.32-solicitacao_de_print_do_app_do_banco_para_comparacao_com_plataforma,560
no_interno,5.6-cobranca-recorrente_do_cliente_devido_pendencia_no_processamento_de_apostas,557
no_interno,5.45-confirmacao_de_aposta_perdedora_em_cassino_sem_possibilidade_de_alteracao,545
no_interno,5.34-aposta_valida_apenas_no_tempo_regulamentar_mais_acrescimos_prorrogacao_nao_considerada,521
no_interno,9.26-definicao_de_chutes_ao_gol_e_diferencas_em_relacao_ao_mercado_de_remates,514
no_interno,6.0_o_que_é_cashout,509
no_interno,15.7-cliente_bonificado_recentemente_solicitando_nova_bonificacao,498
no_interno,5.14-analise_interna_sem_identificacao_de_falha_em_aposta_contestada,479
no_interno,5.11-cliente_nao_reconhece_aposta_e_solicita_alteracao_do_bilhete_sem_erro_do_site,474
no_interno,5.56-direcionamento_para_analise_de_aposta_via_email_betnacional,467
no_interno,10.54-cliente_acessando_site_por_webview_com_instabilidades_identificadas,446
no_interno,17.30-confirmacao_de_conclusao_bem_sucedida_das_etapas_de_verificacao,430
no_interno,8.1-direcionamento_para_verificacao_de_saque_com_validação_do_compliance,428
no_interno,5.10-cliente_nao_reconhece_aposta_e_solicita_estorno_sem_erro_do_site_identificado,427
no_interno,5.43-contestacao_de_resultado_em_aposta_esportiva_com_verificacao_oficial,426
no_interno,4.30-confirmacao_de_saque_transferido_com_sucesso_para_conta_bancaria,425
no_interno,4.7-saque_desbloqueado_apos_correcao_de_divergencia_nos_dados_cadastrais,418
no_interno,10.14-instabilidade_no_sistema_pix_do_banco_central_afetando_transacoes,418
no_interno,6.4_cashout_contestação_2,417
no_interno,15.4-cliente_solicita_bonus_e_recebe_orientacao_sobre_criterios,410
no_interno,12.51_cliente_recebe_o_link_para_validar_e_ser_feito_o_desbloqueio_da_conta_no_chat,407
no_interno,11.4-encerramento_formal_de_atendimento_apos_esgotamento_das_orientacoes,406
no_interno,5.47-passo_a_passo_para_criacao_de_aposta_personalizada,404
no_interno,21.0-ramp_variacao_temporaria_de_mercados_durante_migracao_de_provedor,398
no_interno,3.24-deposito_creditado_lentidao_bancaria_orientar_atualizar_e_enviar_comprovante,389
no_interno,20.1-login_bloqueado_por_vinculo_com_beneficio_social_identificado_na_base_gov,383
no_interno,15.10-solicitação_direta_de_bônus_com_risco_de_churn,377
no_interno,15.9-solicitação_direta_de_bônus_com_risco_de_exclusão_ou_churn,372
no_interno,10.25-erro_no_botao_continuar_impedindo_avanco_no_processo_de_kyc,372
no_interno,15.11-cliente_alega_credito_promocional_nao_recebido_sem_comprovante,358
no_interno,5.18-mercado_nao_disponivel_para_aposta_por_indisponibilidade_do_provedor,343
no_interno,3.25-estorno_deposito_confirmado_orientar_prazo_e_motivos,328
no_interno,5.48-orientacao_sobre_funcionamento_e_combinacao_de_linhas_na_criacao_de_aposta,322
no_interno,11.6-cliente_cobrando_retorno_ou_questionando_prazo_de_analise_de_solicitacao,318
no_interno,1.25_despedida_e-mail,308
no_interno,10.51.1-orientacao_para_limpeza_de_cache_no_aplicativo_ios,306
no_interno,4.4-verificacao_de_status_de_saque_junto_a_intermediadora_financeira,290
no_interno,11.1-segunda_abordagem_para_cliente_ofensivo_com_reconhecimento_da_insatisfacao,286
no_interno,3.16-deposito_nao_recebido_orientar_contato_com_banco,286
no_interno,5.19-ticket_revisado_com_rollback_por_correcao_de_informacao_oficial,274
no_interno,2.11-codigo_promocional_opcional_no_cadastro,271
no_interno,16.23-ajuste_de_experiencia_com_credito_de_cortesia_apos_falha_sistemica,270
no_interno,9.4-explicacao_do_mercado_marcador_a_qualquer_momento_e_suas_regras,269
no_interno,10.15-suporte_completo_ao_kyc_betnacional_com_orientacoes_para_os_principais_erros,267
no_interno,5.5.1-atraso_na_liquidacao_de_aposta_por_dados_da_ramp,267
no_interno,10.27-envio_de_codigo_sms_pelo_atendente_para_resolucao_de_erro_de_kyc,255
no_interno,3.17-deposito_terceiros_orientar_sobre_estorno,254
no_interno,11.2-terceira_abordagem_para_cliente_ofensivo_com_reforco_dos_valores_da_equipe,245
no_interno,1.23_sms_enviado,244
no_interno,1.26_formato_de_imagem,244
no_interno,2.15-orientacao_login_usuario_por_cpf_ou_email,243
no_interno,3.15-deposito_incorreto_verificação_comprovante_e_destinatario,242
no_interno,11.8-encerramento_definitivo_do_atendimento_por_comunicacao_desrespeitosa,237
no_interno,5.43.1-contestacao_de_aposta_com_orientacao_para_documentacao_oficial,237
no_interno,5.65-como_usar_freebet_em_aposta_simples_ou_multipla,233
no_interno,15.22_campanha_cassino_valor_da_aposta_por_rodada,226
no_interno,17.99-acolhimento_bem_estar_reforco_jogo_responsavel_oferta_apoio,225
no_interno,5.20-rollback_de_aposta_de_ganhadora_para_perdedora_com_saldo_negativo,221
no_interno,11.11_retenção_cliente_insatisfeito_2,218
no_interno,20.7-validacao_de_identidade_aprovada_apos_regularizacao_de_bloqueio_social,215
no_interno,9.0-explicacao_do_mercado_resultado_final_no_tempo_regulamentar,212
no_interno,8.0-responsabilidade_do_usuario_sobre_acesso_e_movimentacoes_na_conta,210
no_interno,10.56-instrucoes_para_limpeza_de_cookies_no_safari_para_dispositivos_ios,206
no_interno,10.29-cliente_nao_recebendo_email_de_confirmacao_para_conclusao_do_kyc,206
no_interno,12.18-inicio_do_fluxo_de_desbloqueio_com_autenticacao_via_sms,205
no_interno,12.18_cliente_entra_em_contato_para_realizar_desbloqueio_no_chat,205
no_interno,12.50_verificada_a_disponibilidade_do_cliente_para_seguir_com_o_processo_de_desbloqueio_no_chat,205
no_interno,1.11_despedida_verificação,199
no_interno,5.8-atraso_ou_falha_na_atualizacao_do_bilhete_com_escalonamento_para_o_provedor,198
no_interno,10.5-instabilidade_em_jogos_de_cassino_ou_crash_afetando_usuarios,195
no_interno,9.13.1-esclarecimento_sobre_regras_do_mercado_total_de_cartoes_ramp,192
no_interno,4.33-solicitacao_de_dois_prints_plataforma_e_app_para_comparacao_bancaria,191
no_interno,17.35-encaminhamento_do_cliente_para_a_ebac_parceira_de_jogo_responsavel,189
no_interno,21.2-estorno_de_primeiro_deposito_por_verificacao_nao_concluida,187
no_interno,17.67-validacao_de_documentacao_para_reversao_da_autoexclusao_centralizada,184
no_interno,4.0-cliente_com_dificuldade_em_sacar_buscando_identificacao_do_motivo,183
no_interno,15.20_jogos_não_elegíveis_para_campanha_indique_e_ganhe,182
no_interno,4.31-solicitacao_de_print_da_conta_bancaria_cadastrada_na_plataforma,181
no_interno,8.28_-_encaminhar_site,175
no_interno,12.40-desbloqueio_negado_por_autoexclusao_temporaria_ainda_em_andamento,172
no_interno,5.12-orientacao_para_confirmacao_obrigatoria_do_cliente_para_confirmacao_de_aposta_sem_possibilidade_de_editar_ou_modificar_aposta_apos_confirmacao,172
no_interno,2.5-solicitação_usuário_verificação,165
no_interno,15.16-incentivo_nao_aparece_ate_refazer_login,163
no_interno,5.18.2-mercado_nao_disponibilizado_pela_ramp,160
no_interno,17.19-cliente_impossibilitado_de_realizar_verificacao_de_seguranca_no_momento,157
no_interno,5.43.2-contestacao_de_liquidacao_esportiva_com_base_em_inteligencia_artificial,157
no_interno,10.9-instabilidade_no_banco_do_cliente_causando_atraso_em_pagamentos_pix,157
no_interno,3.1-solicitacao_detalhes_e_print_para_analise,154
no_interno,4.2-passo_a_passo_completo_para_realizar_saque_na_plataforma,153
no_interno,17.43-envio_do_link_ebac_para_inicio_de_acompanhamento_no_desbloqueio,152
no_interno,8.29-conta_bloqueada_por_vinculo_com_beneficio_social_governamental,152
no_interno,17.47-primeira_resposta_para_contestacao_da_autenticacao_de_identidade,151
no_interno,18.3-feedback_sobre_mudanca_de_layout_e_interface_da_plataforma,151
no_interno,10.54.1-orientacao_para_sair_do_webview_do_aplicativo,150
no_interno,4.26-dicas_para_preenchimento_correto_de_agencia_e_conta_bancaria,148
no_interno,18.5-validacao_de_feedback_do_cliente_sobre_mudanca_de_layout,146
no_interno,4.13-bloqueio_externo_de_saque_por_analise_de_seguranca_bancaria_pixmed,143
no_interno,6.5_cashout_contestação_3,142
no_interno,5.43.1-contestacao_de_resultado_de_aposta_esportiva_apurada_pela_ramp,142
no_interno,5.38-recalculo_de_retorno_em_bilhete_multiplo_com_selecao_anulada_em_ticket_multiplo,139
no_interno,15.14-f2p_roleta_não_disponível_para_o_usuário,138
no_interno,17.57-cliente_bloqueado_que_nao_contatou_ebac_com_reforco_da_importancia,134
no_interno,5.46-orientacao_para_utilizar_o_modo_demo_no_cassino_antes_de_usar_saldo_real,134
no_interno,6.1_cashout_não_reconhecido_1,129
no_interno,5.74_explicando_ao_cliente_que_o_jogo_foi_interrompido_ou_adiado_e_nao_ocorreu_dentro_do_prazo_a_aposta_foi_anulada,128
no_interno,8.15-duvida_sobre_beneficios_de_cashback_e_recompensas_disponiveis_na_plataforma,128
no_interno,1.22_como_deslogar,126
no_interno,15.23.1-esclarecimento_de_nao_elegibilidade_para_cashback_por_resultado_positivo,125
no_interno,12.19-confirmacao_de_desbloqueio_bem_sucedido_com_orientacao_de_kyc,123
no_interno,12.19_desbloqueio_no_chat_efetivado_apos_a_validacao_facial,123
no_interno,17.20-cliente_contestando_necessidade_de_verificacao_de_seguranca,122
no_interno,17.68-solicitacao_de_comprovante_oficial_de_autoexclusao_centralizada,122
no_interno,5.40-anulacao_de_aposta_por_mercado_aberto_com_probabilidade_incorreta,117
no_interno,6.10_cashout_não_creditado,116
no_interno,5.16-atualizacao_de_bilhete_dependente_de_confirmacao_oficial_do_evento_pos_interrupcao,116
no_interno,15.15-freetoplayroleta-indisponível,113
no_interno,10.36-encerramento_do_atendimento_de_kyc_com_despedida_da_equipe_betnacional,113
no_interno,17.56-cliente_que_contactou_ebac_orientado_a_aguardar_retorno_por_email,112
no_interno,17.16-email_invalido_informado_pelo_cliente_com_solicitacao_de_novo_endereco,112
no_interno,1.1_atendimento_reaberto,110
no_interno,7.5-contestacao_e_explicacao_de_processo_de_verificacao_de_jogos_aviator_e_mines,110
no_interno,17.55-sondagem_inicial_sobre_contato_com_ebac_em_atendimento_anterior,108
no_interno,10.17-instrucoes_para_habilitar_camera_durante_processo_de_kyc_betnacional,106
no_interno,21.1-ramp_contestacao_sobre_mudanca_visual_e_layout_da_plataforma,106
no_interno,5.63-aposta_de_cassino_super_pendente_por_falha_ou_instabilidade,104
no_interno,5.13-mensagem-de_prevencao_aos_erros_do_usuario_ao_confirmar_apostas,103
no_interno,8.6-direcionamento_para_canais_de_comunicacao_e_divulgacao_de_promocoes_e_novidades_da_betnacional,101
no_interno,17.32-verificacao_de_conta_iniciada_mas_nao_concluida_pelo_cliente,101
no_interno,2.14-telefone_cadastrado_divergente_solicitar_atualizacao,99
no_interno,10.28-dados_de_kyc_encaminhados_para_setor_responsavel_apos_confirmacao_de_sms,99
no_interno,2.32_cliente_questiona_autenticacao_de_seguranca_por_inatividade_superior_a_7_dias_por_email,98
no_interno,12.52_cliente_inativo_apos_entrar_em_contato_para_desbloqueio_da_conta_no_chat_e_o_processo_foi_interrompido,98
no_interno,18.6-encaminhamento_de_feedback_do_cliente_sobre_mudanca_de_layout_ao_time_responsavel,93
no_interno,17.25-exclusao_bloqueada_por_dados_cadastrais_nao_confirmados,92
no_interno,15.18_bacboo_indique_e_ganhe,90
